review_id,user_id,business_id,stars,useful,funny,cool,text,date
651IreQ5u5j2WiVID_HK6A,Zn8uhC3DjoKjjwBiuM8oQg,M0r9lUn2gLFYgIwIfG8-bQ,3,1,0,0,"Average or slightly above, despite the hype.  On the expensive side.  For $10 or $12 you should get fries with your burger, not a large to share for $8.  I had a bison burger. that was the only reason I went there.  Seems we had 1 beer, 1 iced tea, 1 burger, 1 bison burger and split a large fry, for about $37.  Rather ridiculous. And they try to hard to be different or interesting, but ruin a good meal.  The bison burger was tainted with unnecessary slaw and BBQ on it to call it a Carolina bison burger.  Not worth $12 on its own.

Been there.  Done that.  No reason to go back.  Next...",2015-11-06 02:27:35
dUkUiVjwb9xCF1kMqjT6nA,EDPlya2Sfu0teqreA3rlZw,FnEkr6LzjuGsg93Z7fkl7Q,2,0,0,0,"Before I share the main issue, I want to share the reason I give any stars is because of our awesome server, LaToya. She was thoughtful and engaging! 

The black bean burger was dry. Sweet potato fries were good. 

Today while at lunch with a group of colleagues the most disturbing thing happened. I noticed the manager in a green sweater lingering around the entrance and then two cop cars with lights flashing pulled up and 3 officers rushed in walked to the table next to us that the manager was pointing to and one of the officer's proceeded to pull out their handcuffs and tell the guy delivering food to put food down at the table and hands behind his back. They escorted him near the front door and had him sit down for a moment before taking him outside in freeZing cold with no jacket where he stood for a few minutes while cops came in and out of restaurant. 

This entire thing was poorly handled, disturbing and unsettling not only to the customers but the other staff. They should have had the cops walk back away from where customers were and deal with it there. Then all the managers disappeared not available to talk to any of the customers let alone apologize or acknowledge people being unsettled. 

No one needs to know why the arrest happened but there needed to be more care for customers and staff in how it was handled. 

Not ok!!!",2017-12-29 20:44:06
77s6wkAr2F7ZQ00NYuzsvw,ftRgzVFzv6-TOCBXEOdWeQ,8uF-bhJFgT4Tn6DTb27viA,5,0,0,0,"Fantastic sliders!! Perfect size that you can try more than one!  Fried chicken slider, BLT slider, monte cristo and Cuban were all fantastic!  Now for Donuts to go!!",2016-03-30 23:31:30
RgonT2qGpUte6RFpoSSxuQ,iaLZ0oJ3sqCpnW-PY5_i4w,dygflr6j51vf3-lM5pUIkw,3,0,0,0,"They reopened up derived new management.. this was our 3rd time there. They have daily specials, which is a pretty good price, $7.95 for a plate, ice-tea and soup. Todays (Friday)special, they had Carne Asada with rice n beans, fried fish plate and 2 chicken enchiladas with rice n beans, all come with tea n soup. 

We both had the Carne asada plate but they let me substitute my rice n beans for a salad. Steak was pretty good. 

I think their specials are different everyday. So for the most part it was good all around. Oh service was good n attentive.",2017-04-07 21:52:05
3TN94zDi9V9U2jsljdxAew,7NHf3QgyGlZ_9pwdWLFdhA,QcuTCSfnI6WqKpuDL_a0OA,5,0,0,0,"Love this little shop so much for so many reasons. First off, whenever I'm on my way to Sweet Divas, I can smell the spices wafting from this little, inviting shop. Second, they have such a large range of spices that you can smell, taste a little, and purchase. Yes, there's a large overwhelming variety of spices, but fear not! Their knowledgeable staff is available and more than happy to assist you in finding the right spice you are looking for all your cooking needs. Over the years I've purchased many items from here and I can attest that they do last a long time (about a year, year and a half, including some stuff I use often!). I see all kind of specialty salts for example (onion salt, celery salt) as well as sugars and powders (lavender vanilla sugar, vanilla bean powder). Their products even seem to taste fresher (I can taste a difference between their cinnamon and nutmeg and what I can get at a dollar store, for example). The prices aren't too bad and they last long. My three bottles pictured cost about $19, but that will last a good year, so its worth it to me.",2016-11-22 05:02:55
Oqh_qiy0kUEYY0IScSYTaQ,dCOonQ7Md1ooief37g1SHw,rrD5LY3nkyKMg1CYKKZomQ,5,0,0,0,Steve & his partner are the best! Love that he'll do a bunch of demo racquets! Great prices with lots to choose from. If you're a player this is the place to go!,2015-11-06 16:49:25
VE11x_UNVxri3ZHTzcG2jw,R1GU5Q3aw7Vkw5HvqnGSfQ,ugNplY4SZqIfP417oUxahQ,5,1,1,1,"We went around 6 and it was more packed than I expected. I knew it would be busy but I was surprised. The staff was amazing. We waited in line for about 8 minutes regardless of it being a huge line going out side. Found a table and had our food in less than five minutes. Even with the amount of people they had, it ran so smoothly. One sandwich was messed up but it was very loud in there so I don't think she heard me correctly but someone came to our table and had a new correct sandwich almost immediately. I love that they made time to go around asking if we needed refills and how the food was. So glad to have a chick fil a in Reno. They upheld the chick fil a standards even with all the chaos of opening day.",2017-05-26 04:51:02
YS8WO_OW6oYFQhH85aRXew,I7ugU8kU4bPh4UL90yJanQ,eL4lyE7LNoXEMvpcJ8WNVw,5,0,0,0,"Great, beautiful spot to do wine tasting. I loved all the wines I tried, great prices as well as service. I had a good",2016-12-04 16:55:51
g7MfpJGKQUGowCvIcrB91A,ci7Q6NvXQ8UZrBHusVX18g,V6Om7YZhlRQRU7WfuxHq8Q,4,1,0,0,"A wee bit pricey for the portions they serve. I come to Beck's for their gator gumbo over jambalaya. The whole thing is just so savory and the spices are just right. It's not overly spicy and not too salty as well. It's a great meal. The gator is in a sausage form. All chopped up into the gumbo. During this visit, I had to order their pasta. Chicken alfredo, for my 2 year old son. It was alright. The whole pasta tasted a bit dry. It's something I wouldn't get twice.

Verdict - Gator gumbo, end of story.",2017-07-08 21:23:54
4VBh_hoFiDly0vJffgV_JQ,XLd5uU0OLOnogy_kefXslw,fjAbzsW03bW3EvC4-e184g,5,1,0,1,"I was a little worried about seeing the reviews but everything. Was great! Not long wait time. Staff was nice from walking in the lobby and asking which way to the office, to the office staff.",2016-01-04 14:33:54
ep8FfviAfqHNyhpW6MQ2jA,n-lBS02-3yvlY5Q91mmwDA,2S_CEQYBbp8RO1bJm_1mng,2,3,3,4,"Hipsters unite!  I've never had a good time at The Taint, despite several people's attempts top tell me otherwise.  I'm not impressed by the apathy here, or the dirty-headed Garden District crapfest of regular clientele.  Boo.",2005-07-10 17:20:44
N_Wx1OLMrj219D5nUMqtQQ,dEvFqqQImRAaE1dT5wYMJg,h3aPn7WjxYMu_DJqXCUAjQ,4,1,1,0,"Yea! Another Chick-fil-A!

Just happened to be driving down (up?) Bloomingdale looking for a new spot to eat, and saw this. OK, it's not new food, but it is a new location (opened yesterday).

The parking lot is crazy, like many in FL, but the staff outside kept the drive-thru lanes flowing. I was in line for less than ten minutes. *Every* last employee I talked to, and I talked to six, were pleasant and welcoming, just like every Chick-fil-A I've ever been to.

The food was good of course, although the fries could have been cooked a bit longer. Chick-fil-A sandwhcih was on poojnt, and so was the sweet tea.

Welcome to Bloomingdale CFA!",2017-01-27 19:00:33
BVJysQgBmQlEFCP8ySHGjw,0rZEWmL2rccd-N5VMzKLiQ,7T1VAYHIS3cgsDj3iS6JWQ,4,1,0,2,"Cute lil spot on Germantown Ave. I came in craving something sweet and they did not disappoint. There was an array of cookies and bars to choose from, if my memory serves me right. Behind the display of goodies there was a table with clear plastic cups filled with yumminess, labeled ""cake scrapple"" I was intrigued. They were different kinds of cakes and icings, most likely left over from a bake. There were about 5 different flavors to choose from and I went with my favorite Red Velvet with cream cheese frosting. I also ended up with an M&M cookie, my other fave! It was a nice day so I sat outside on their bench and had a couple bites of goodness! The cookie was great, soft & chewy with those hard candies for texture. The cake was also delicious and moist!",2017-05-26 16:48:08
mUMveMkONaNYXmNig65xhQ,iwxNSCgu-lEXtLSdPI4EyA,EDjEVzmoQVHzboFqC-M6Ew,5,0,0,0,"Lots of improvements to this place. Much more comfortable environment now.  The chairs could be a bit more comfortable as it'd be nice to sit through an entire football game. Otherwise, this place has really improved.",2017-11-18 20:45:15
BiETNEHMCcmUWQDJMHQQqA,GNPPfbW6VzB3wjo5vPO5ug,kgeiJzWSiXPnf-3wx7LHIQ,3,0,0,0,"Three stars not because of food, the food is good but, the service is slow. I think they need 1 or 2 more people up front when placing an order if your waiting and not using the kiosk to order.",2017-01-28 01:42:58
PvZvLfodXgbqqZT2q65HwA,h7GOqt1KOIoZhhaaIh6zbw,p3XlbP2aZa-NBRqJ4p3KLw,3,2,0,0,"Went here when they first opened. They only had one flavor... it wasn't that great. Everything was overpriced and we left spending about 70-80 dollars for three people and it wasn't filling. 
*it is not Cajun style seafood. The sauce tastes like a mixture between buffet style sauces with fish sauce. 
Giving them a solid three because there are better places to eat at",2017-06-06 23:43:20
09vSgWVConpnldqbvNkIRQ,QWaO0rnhQ73oDaxiE4YnAw,h8iDZcXLDicI_Wg8fwl-ig,5,3,0,3,"My mother, aunt and myself went on this walking tour of Ybor with stops for good food.  What a nice time!  Our guide,  Raymond was very knowledgeable and friendly.  
It was about 3 hrs long,  we passed that 3 hr mark because we were sidetracked a few times and chit chatted quite a bit, lol. 
We learned great details and background about the early days of tampa, the culture, people and ybor in general,  very informative! Along the way we stopped for food tastings . Everything was great,  especially the stone soup company Cuban sandwich!  I would recommend everyone to go on this tour,  visiting or lived here for years this is a fun adventure.  And for the step counters we chalked up over 5000 steps ! It will help offset all the wonderful calories you take in on the tour haha",2015-04-28 20:48:41
i8nVcu3u2-e0szyCS7PY1g,tGMnQ1EnvZqpn_jAuN8VsA,7sKfrJmjG6unAQeWdQUe2w,4,0,0,0,Love the sweet spiral plain pies at Franzones.  Can't go wrong with plain.  I tried the white pizza with onions in addition and it was a pleasant surprise.  The onions were a great addition to the pizza.  Same Franzone's as the Bridgeport one I grew up with.,2015-10-23 19:16:20
er-igpuhBprkQPfct63ktA,4mbLmbA-thaDIZTlgxsaCQ,q0Fi4n7shUTmlxl-mMPVXA,2,1,0,0,My18 year old daughter had a severe soar throat. We had seen another fast clinic in a CVS. A few days earlier and recieved a miss diagnosis of a fungus infection. She was prescribed an oral medication that made the condition much worse. We were the only patients at this clinic the entire visit and it took us over 1 hour. The staff were very robotic like in there behavior. I tried to ask a question on the way out and was told I was not aloud to be there. Very strange since I was already there. It felt like I was being hurried out the door. Keeping in mind there were no other patients in the facility during our visit I was confuses about the wait time and gruf  behaviour. I found the experience to be very unfriendly. It is best to have a good primary care physician and avoid these places at all cost.,2016-07-04 00:46:43
spcIXDKR5BV5QCI4GjjEeg,4aM21WsPaP8SUmx9PB-6aw,Mha77MN_BYGB-w7DONZ5YA,4,0,0,0,The chicken sandwich was phenomenal. Great food for a very industrial area.,2013-05-29 13:31:05
fgreXhTAyKbGiC0f9ZLd0A,0VMuCPgwZliInxGWfJnxKQ,25Uww0C0wvF9CZ_3B6vWtA,5,0,0,0,"We set up an online appt, meeting and transaction was very simple and painless. We opted for a 2hr side by side ride where we had a four-seater with our guide Matt (who by the way was super awesome and informative).  Throughly enjoyed our ride with some superb views.",2016-07-04 00:23:48
mMwnX1vc3tQUeDNS2wiKFw,f10WH1fXhy-68r4AEEhAWA,9OG5YkX1g2GReZM0AskizA,4,0,0,0,"Great bar Happy Hour 4-7 every day. Wine & Drafts $3, $5 pizza, $4.50 apps. To-go Dinners and lunches are very reasonable and fast. Staff are as friendly as it gets.",2016-01-30 03:16:46
lt-tsizQin_wNCkQv71YPQ,qWSAH4MzFbHV6UsseJVlZg,dUctvEfHQccW_uxtRup2QQ,1,0,0,0,"I had a horrible experience here. The waiter was great but as I got my appetizer, there was it has a hair in it.
Next the noodles came out mine was fine but my friend has a huge hair in his. I thought he was joking until he told me. After that it ruined my appetite, I gave the noodles back and they didn't even give me a new one, I thought I should've got the food for free at that point.. never eating here again",2015-12-20 20:36:40
XDvCtch6U43HUNuMLHSxHA,AGyh5jnM0zrIElY7aZQafQ,5ezrDoezdUlJpUa5Jg6dUQ,5,0,0,0,"Went here with a friend after having an incredible experience at Laurel and was hoping for more of the same at a slightly less bulgy pricepoint, and oh my, is it worth it...    ITV is the kind of place that i dream about, beautiful small room, dimly lit but you can see ( as opposed to some places) and you want to see everything.  Everything in the room is beautiful including a lot of the staff, (im trying to give you the full picture here).   First thing to hit the table (or bar in this case) was a three dollar beef fat biscuit that was the best thing ive eaten in this city all year.  I verbally communicated that message to Chef Nick Elmi who graced us with his presence in the dining room (just as before at Laurel).    We went on to eat many more things which i will try to name now... Stars were Foie with Apricot Miso, Pork Cheeks with some insanely good vegetables, trout pumpernickel soldiers and one of the best cocktails ive had in a damn long time, the ouroboros.   The are playing around with cold smoking things in there and on their BAR MENU!   Honestly, place is just terrific and i meant to write this review sooner but hey... better late than never.  Now that i think of it, im getting hungry... maybe ill head to East Passyunk for some of the best this city has to offer!",2017-06-06 21:42:37
dQ3EU6cevDqHAr_ygy1O8A,CNyXcn0c0V5CFmigqqw-Xg,oY5LFo6Yxxf32ePna6mEUQ,5,1,0,0,"I absolutely love this place!

Great hours, impeccably clean, so relaxing.",2014-12-30 17:55:51
JfFODAip9Xsz-eXKLSjwZA,0XmgOinrZWNO15DlimRQeg,PpZqlVUAP2i8_hNfpQyKhg,5,0,0,0,"Buckingham Pizza makes the best pizza around, particularly its plain pizza and a few of its specialities -- try the cool ranch pizza. This is a pizza parlor. Don't get fancy....order the pizzas and maybe some sides. While some of the entrees are good (chicken piccata), stay with the pizza and you'll love it.",2012-03-01 02:28:24
u0uSYPl0hYpNLGKKeINvKA,42ZID-0WVKEX1QFMEIp09Q,I6L0Zxi5Ww0zEWSAVgngeQ,5,0,0,0,Best iced latte and beignet we tried. The live music also creates a great atmosphere. We also visited Cafe du Monde but in our opinion Cafe Beignet is much better. The service is also very good and there are hardly ever lines.,2017-11-06 18:09:55
vqmhsvXK9z4TTvnVDNpPDQ,ziNigH8BY9gRDvrmSsJTOw,ICqgjbOpBD9SUtE5PQC9sA,5,0,0,0,"Fun, no-frills atmosphere, right on the water, where you can watch passersby and dolphins alike, while enjoying great food and accommodating service.

Members of our dining party ranged from a picky 7 year old, to two 40 somethings and a 72 year old grandmother. Captain Bill's had menu choices for everyone in our party, and they even made some ingredient substitutions for us. 

The food arrived hot, fresh, and exactly to our specifications. Wait service and wait time were on point, and we all left the restaurant satisfied and having enjoyed the experience. We'll be back to Captain Bill's next time we visit John's pass. I hope you consider it too!",2018-02-23 23:06:03
sNm9Z4zILQ8HoSiYis-1kA,FqnSr3rWenjnF9taWyiHTQ,LnQRfj3pPz0369stRnwUWw,5,1,0,0,"Very good sushi. The peanut avocado roll is a must try. Delicious! I ordered the Volcano roll as well and it was amazing. The service was also great, very friendly customer service. I will definitely visit again even though it's far from where I live. If you find yourself near Valrico, then definitely visit this restaurant. You will not regret it.",2016-04-11 17:26:47
WaeKsvHUJ8whjBlWjl0kaQ,yyxEa8y4HGij_m7g1wDKWg,Jc6MxMyCLp4DMfN4C1t1aQ,3,0,0,0,It's really a run of the middle as far as Cuban food goes. Not bad but not great either. I work close by so I end up there for lunch quite a bit. It's definitely worth checking out for lunch as their specials change every day and prepared freshly.,2015-04-15 14:50:49
xqp0pnO0PfBkaFRNaVImYw,c35f8FumQy5045zFbIir6w,_uyLoz0BbrQIVmUEm_td1Q,3,0,0,0,My husband had the 6 oz pepperloin meal and was very happy with it. I had the shrimp kabob meal. There were only 4 shrimp and they were more then well done and very small.  The service was good. The restaurant was not busy.,2018-06-09 01:10:44
cC79tWLtH1U1n-oi7EozMw,FNf6kM1wfeBeB2UW6pif7g,qdpdUjdkEUpzYDdce2yZng,4,0,0,0,"The line was out the door, but I had a sandwich in my hands 7 minutes later, and I'm guessing it took longer because I didn't know what I wanted right away.  In fact, I felt a little rushed.  All the locals were running in, saying hi to the owner and ordering up their usual's.  No place for a rookie, but they were extremely patient with us and a few others that wandered in not knowing what they were doing either.

As soon as you cross the threshold, you know you have made a good choice, the smell makes your mouth water.  The Punk agreed so we decided to sit inside (everyone else was outside).

Typically, I would never ever order pastrami, but the menu said it was lean, so I tried something different for me.  Lean indeed.  Best pastrami I have had in a very long time.  In fact, maybe ever.  

The punk was amazed at all the bottle caps glued to every surface in the place.  It is a visual feast to keep you busy and entertained while you eat, if you choose to eat inside.  You cannot see the walls for all the nostalgic fodder.

She was especially thrilled when they brought out her sandwich. When he set it down she exclaimed with delight, ""He knew exactly what I wanted!""",2016-11-09 19:58:45
w3w9VSu2MGL-hI7rZxjZQQ,jlT1qbzpfPQ9xRI_CBw6PA,jX8i0O2x-koganf8WwHXdA,5,0,0,0,"Can't tell you how happy I was to see see Heather finally open a shop...I've followed her as a client for years. She is a color wizard, a genius at crafting a look with flair just for you, and can make a tasteful and creative suggestion if you're stumped, or roll with your personal vision. On top of that, Heather has created a shop vibe that is unstuffy, chill, and totally comfortable. I trust her and the staff she hires when I recommend friends and family, and love that she's made a home in the heart of E. Passyunk. Ask her for tips on caring for cactus houseplants, or chat about vintage bikes when you visit.",2017-01-27 18:44:43
uIH6VgS_CzqyRrcoOPTZKg,4hO4sWWd6Y8BisPg8Pj_SA,Sll5oe2S8-V3DzFLDOrzxw,3,0,0,0,"I like that Sally's has more options for hair supplies than any other beauty store in the area. The staff is nice and friendly and everything is usually well stocked. Sally's is my go to when I feel like experimenting with my hair due to the wide array of products they carry. I do wish the staff was a little more knowledgable on what they carry but I understand that that's a lot to ask. I also wish that the store was bigger, brighter and cleaner. The cramped aisles, dust bunnies and flickering, yellow fluorescent lights don't exactly give that same ""beauty/trendy"" feeling that other beauty stores have. If I could give one piece of advice to management it would be to work on the appearance of the store, other than that I'm pretty happy with Sally's.",2016-07-14 18:46:52
6I8MMW6gsBWSWNXFf3MUdg,kQWfYLrDdaIJ4KBV4BrrIQ,5MIiTuQP0fkAz43aQEBrWA,5,3,0,4,"Let me preface by saying that I have been getting my hair cut by a guy in Austin for seven years, even though I've lived in other cities for half that time. He is that good. The couple of times that I've strayed, I have been severely disappointed in the outcome. But I wasn't planning a trip back to Austin for a while and badly needed a cut, so I decided to bite the bullet.

My friend walks in a few weeks ago with *srsly* the cutest short hair cut. And so I ask her who and where, and she says Rodney Mitchell. I figured that this place would be too expensive, but she corrected my thinking on the matter. So I called to make an appointment with her guy (whose name I sadly cannot remember at the moment) and Rodney answered the phone. Turns out the guy my friend had seen didn't do morning appointments and all my afternoons were filled, so Rodney said ""look, I'm the owner, I can absolutely vouch for Allison who has several openings in the next few days."" So I thought, alright, he's the owner so he knows his stuff--I'll do it.

Allison absolutely did not disappoint. First off, she's a total sweetheart, but not super chatty (I appreciate stylists who can be content to both hold and not hold a convo while working) so there was no pressure there. I came in with my laptop and several photos I'd found that approximated what I wanted in a haircut, as I couldn't find exactly the right one. We talked about it a bit, discussed front and back length, bangs, etc. and she said alright and went to it. What she gave me was the cutest damn shaggy bob that I never thought possible. I seriously can't wait to go back.

One of the other awesome things about RMS is that they give you a discount for your first visit and I believe they have some kind of discount for students and teachers. They also will give you *another* discount when you refer people. So I got my friend a discount, and then referred a friend, so I'll get another discount when I go back for my next cut. All good things when you're trying your best to be a frugal  grad student.",2011-04-23 20:36:02
uwPhE21CZLlp1kkSMPvvYw,5OnQqP3q2_9auNdDKpLdsw,WKMJwqnfZKsAae75RMP6jA,3,0,0,0,"So much to like about this place--the beautiful Mercer Building location, the spaciousness, the lovely, friendly baristas. But there are a couple of important cons for me. Biggest being, the music is constant and too loud, ruining everything you go to a coffee shop to do: read, work, reflect, or enjoy a good conversation. When I asked for it to be turned down, they told me they can't--it just plays at one level all the time, and the speakers  are everywhere so you can't get away from it. It sucks.

Secondly, if you're a tea drinker, you're out of luck. They don't serve the tea in pots, but huge, sloppy individual filters--it makes your beverage totally ungainly, hard to drink and is really off putting.

Pros: gluten free goodies and yummy Italian sodas. I'd love to spend more time here, but the music usually drives me out after 10 minutes.",2012-11-06 23:35:15
J4bewYavb3HEhYkEOc3QFQ,6n4rordXMXornGniNGppkQ,ehnMcJZlx29XMroxMd3-mQ,4,1,0,1,"Spice n Grill has the best Indian food in St. Louis. We had the beef nihari, palak paneer, and naan. The palak and beef were perfectly spiced, adequately spicy, and crave-worthy. I've never had a nihari dish before and I will be sure to try it again. 

The restaurant doesn't have great seating  in the store, so I will take food to go next time. The owner served us and he was very nice, but I don't think people eat in the restaurant very often. 

I was so excited to see that the previous owners of 'Indian Food' have opened a new restaurant and I would recommend it if you're in the mood for delicious take-out.",2013-12-29 18:26:30
mRnYZes0nj4sr8DsE_gWMQ,FuTJWFYm4UKqewaosss1KA,fgTOJRkc703E4XRdcr5zRA,3,3,0,0,"I've come from Cali where boba is very common there. However I was thinking this place would have had the same feel. After being told this place branched off from California, I was disappointed. 

I'm more of a natural person. I enjoy real flavor, real fruits, and of course the perfect boba. I notice that some flavors were used by real fruits but others were just powder which I could definitely taste the different. Especially the taro flavor, being one of my favorites. 

But, if you're not too concern about natural vs powder flavor then this place could be good for you. They ask what level you would like you sweetness and any additional add-ons you would like. I always get boba but sometimes the grass jelly is pretty good too! I'd recommend you try. 

This is also a good place to catch up, talk, play board, card games and even do homework. I know it's always busy with students from the U of A and being told from them it's a nice area to just hang out, that's a pretty good sign. 

Maybe I'm just too picky, but I think it could be better. 

""See it, taste it, Yelp it""",2016-01-30 01:59:11
Zb_27vX8weaYyDn-_2ZhVA,5C_C7bd6rZYgiP4puQxESQ,0Kn5W22UmxOqPj2cjouFNA,1,1,1,0,"This is an updated review. I've been ordering from silver mine's at the same location for the last 4-5 years and they have only gotten progressively worse. Don't ask for anything to be added to your soup or chili; they'll charge you for the additions but will not include them in the order. They'll also most likely to include the free side such as the bread. It literally takes at least an hour to get your food delivered, maybe they should call Jimmy Johns and ask the what their secret is. This business is in major trouble with all of the other options available. The service is worse than if you had a bunch of kindergarteners running the business, at least they would be nice. You guys are right next to Eller Business School, why don't you ask them how you can improve??? Currently, this place is an embarrassment to their industry, and a waste of space on University Blvd. NEVER ORDERING FROM THIS PLACE AGAIN.",2015-10-08 04:32:10
QgWZ1JJwSUUtakVoaLD9Gg,L-FS5xwHyvJINnt-QvuR2Q,y7qvy9LcyK2hr_VcPBiPaQ,5,0,1,0,"Bought my beautiful new bike from this shop a few weeks ago then promptly crashed it (curse you, trolley tracks!). I brought it back to the shop this afternoon to see if there was any way they could try to fix the front basket, which was pretty mangled, and to give the bike a once-over to make sure it was safe to ride. I was expecting to have to leave the bike with them for a few days, but the whole process took less than a half hour. Not only did they fix the basket (not perfect, but pretty damn close), but they also fixed the gear shifter that was a little out of whack... FOR FREE.  I couldn't believe it. 

I also want to note that everyone in the shop- from the owners, to the sales people on the floor, to the mechanics, to the dog that greets you at the door- is so friendly and welcoming. I am so happy I found them.",2015-12-05 19:57:23
ZvBuRS1nyS3F6nYFBKNNpQ,vlXbmvWwU1X52LHCEmjYyQ,LWDktsosohdLy4iI2pIOOQ,4,0,0,0,"I love going in there just to look around. The prices are a bit high, but the store is like a Disneyland for adults. I LOVE IT!",2016-12-19 20:36:16
fN61JUR5bM1NBXWYczJ4aA,h_WJ9jf22thDw10b1KL-cg,aOJdNN7IsxR7xy9H_bJuLQ,4,0,0,0,"Underrated burger alert!!

Randomly came into Pag's during a stroll around Doylestown. The menu wasn't super appealing, actually, so I just went with a cheeseburger. Legitimately, one of the best cheeseburgers I've had in a while! Tasted like a quality Big Mac! Patty wasn't too thick, bun didn't overshadow the burger and whatever sauce they used - YUM.

We were in the wine bar section - ambiance is really nice; def not very kid friendly (we had our son with us.) but staff was friendly and accommodating.

We will totally be back next time we are in the mood for a good burger!",2015-05-13 01:52:02
Vou3XAgjYJBuCO_-h1OQaA,M-00xuAOYLeaGEhPmmKjfg,eaDZlSuVS0EY67Ke6pRP6Q,5,0,0,0,Absolutely wonderful food & service! Go there for lunch/dinner with my boyfriend at least once every two weeks. Prices are very much reasonable. Weekends get pretty packed so may have to wait a little bit but that's never an issue for us. Always get the Indian Pancake & the Hainanese Chicken or Curry Chicken. Other dishes are delicious as well. Never get tired of it!,2011-04-23 00:52:05
bVgpM_sA9AMAlL2R5TPNAQ,8DSuxkm7SyX9fgQTw2tuaw,dz_aIFbATP2PLWQSOBnMfw,1,1,0,0,"Pretty slow service and the waitresses aren't very kind. I guess I was expecting something different at a diner with high ratings but I understand it's in the middle of a tourist area. However, service should be a priority. Something that really bothered me was how much trash was left on the floor of the outside deck- it all has the potential to blow right into the ocean. NOT OKAY. I had to stand up several times to grab straw wrappers and napkins before they blew into the water. If you're going to have a waterfront/beach front business, be responsible about it. It would be a very easy fix-just a screen on the bottom of the fence. The food was good but I won't be back.",2017-05-13 16:53:19
ymir0baPnU0rYEo_VBZxvA,duJnzlaILBFufu1wjyu-Bg,-ATiAtTikuGuqvaW2O6tNA,4,1,0,0,"I recently had the pre fixe meal for $22 and I enjoyed the combination of tastes on my plate. The chicken was moist my veggies were tasty but a little too greasy....overall is was a great meal. 

I also use them for take out/delivery. I have always enjoyed the way the package their food, in plastic containers that I use over and over again until they look too worn out and I recycle them. I hate take out places that use so much boxes and cups and card board - it's extremely eco-unfriendly. 

The food here is never spectacular but is a good standby you will always come away enjoying. The prices seem a little steep but the restaurant atmosphere is contemporary, the service has always been splendid and the food is dependable.",2009-08-04 19:09:02
6QT1guUN1loMKUYBoV0RrA,lbDYppQgGowSJIeD3xS4eA,W2mcChlYqeVirWSWSLgoDA,3,0,0,0,"It's no different than any other Chinese place. Same menu, etc. this place does have some good lunch specials though, and the food is always ready when I go to pick it up.",2016-01-17 20:40:20
Rm43fkKvgdpi6C3e8FyrzA,eHIDCdEzbZW4tHk4Iegwag,kKPJLiHIr9Gd9sYs3GhxDQ,4,0,0,0,"Finally got to eat here last night. Eclectic foodie menu. I had their onion tart as an app and Kerry had the veal meatballs with sauce on polenta, very delicious. The red gravy tasted like my own. We both ordered the special of citrus short ribs with fat noodles and brussel sprouts, peas. couldn't finish we will be back to try other interesting items. Small crowded but great friendly atmosphere",2015-10-17 12:27:57
YmDYCDkRl3cof1yGdllW2Q,9oHOoqk-HlwDS2DlHLi_0g,TttFjRQ-8Iz8by4hsD7iOQ,5,0,0,0,"Last night we tried to get into the oldest Italian Restaurant in South Philly. Thankfully, they couldn't fit us in, so our son said lets try Angelina's  so we walked around the corner and into a small Italian Restaurant.  Immediatly we felt at home.  Angelina is cooking in the front of the resaurant and her husband is servicing. There were 3 of us and we started off with Eggplant and roasted pepper appetizer.  One bite and we were hooked.  We ordered the Veal Osso Bocca, Carbonara and lasagna.  Everything was absolutly DELISH!!  Can't wait to go back!!!",2017-11-06 17:26:43
Oc7hdAWcXum2mRgb5f5NNw,i1jYqpHfyu2LB9c5zezLEQ,9gObo5ltOMo6UgsaXaHPWA,5,1,0,0,"great food, great view. Try the lobster mac and cheese",2012-09-11 11:56:59
6odPSjoPWOyeDQpgJbdGaA,jLr7vcDg43TqS2OK4ROvPQ,oaboaRBUgGjbo2kfUIKDLQ,5,0,0,0,Super tasty and enormous portions. Some unique flavors too. Not much else to say but an amazing ice cream store that others should try to emulate.,2016-03-30 23:22:54
b8-_q_gr-5zplgCwNhvSNw,wXDx8h3Onte6NbhX4KxHXg,Y2rYM2crYfTC25y6iquPgw,3,0,0,0,"The food is average. Drink specials are great but the place is rarely crowded. Last time I was there it was a Friday night at 10 pm. There were maybe 3 other parties at the bar. About 5 minutes after ordering our first drink, they announced it was last call...at 10:15 PM on a Friday night! Needless to say we left for a different bar in the area and have removed it from our options of places to go past 6 pm for drinks.",2013-10-03 15:39:57
AdGd-xcpJF4C-zYduRM03Q,2XBcnIVhp_pEeer-asuxHA,bUnqKEP7h48ePxHMXV0fNw,3,0,0,0,A good place to order from when its late and you have the muchies... for whatever reason ;-),2016-04-23 08:13:00
